Timestamp, Temperature[°C], Humidity[%]
2023_06_27_11_07_13, 26.16, 54.41
2023_06_27_11_07_16, 26.16, 54.25
2023_06_27_11_07_18, 26.15, 54.14
2023_06_27_11_07_20, 26.14, 54.12
2023_06_27_11_07_22, 26.14, 54.05
2023_06_27_11_07_24, 26.15, 54.06
2023_06_27_11_07_26, 26.15, 54.05
2023_06_27_11_07_28, 26.14, 54.09
2023_06_27_11_07_30, 26.09, 54.13
2023_06_27_11_07_32, 26.08, 54.19
2023_06_27_11_07_34, 26.09, 54.20
2023_06_27_11_07_36, 26.11, 54.34
2023_06_27_11_07_38, 26.11, 54.50
2023_06_27_11_07_40, 26.08, 54.41
2023_06_27_11_07_42, 26.09, 54.32
2023_06_27_11_07_44, 26.02, 54.28
2023_06_27_11_07_46, 26.09, 54.27
2023_06_27_11_07_48, 26.09, 54.22
2023_06_27_11_07_50, 26.08, 54.19
2023_06_27_11_07_52, 26.08, 54.27
2023_06_27_11_07_54, 26.08, 54.19
2023_06_27_11_07_56, 26.11, 54.11
2023_06_27_11_07_58, 26.14, 54.07
2023_06_27_11_08_00, 26.12, 54.09
2023_06_27_11_08_02, 26.12, 54.11
2023_06_27_11_08_04, 26.11, 54.04
2023_06_27_11_08_06, 26.12, 54.10
2023_06_27_11_08_08, 26.06, 54.11
2023_06_27_11_08_10, 26.02, 54.22
2023_06_27_11_08_12, 26.04, 54.23
2023_06_27_11_08_14, 26.05, 54.22
2023_06_27_11_08_16, 26.08, 54.21
2023_06_27_11_08_18, 26.05, 54.19
2023_06_27_11_08_20, 26.05, 54.29
2023_06_27_11_08_22, 26.05, 54.35
2023_06_27_11_08_24, 26.05, 54.29
2023_06_27_11_08_26, 26.01, 54.30
2023_06_27_11_08_28, 25.98, 54.33
2023_06_27_11_08_30, 26.02, 54.54
2023_06_27_11_08_32, 26.02, 54.63
2023_06_27_11_08_34, 26.01, 54.57
2023_06_27_11_08_36, 26.01, 54.51
2023_06_27_11_08_39, 26.09, 54.48
2023_06_27_11_08_41, 26.11, 54.35
2023_06_27_11_08_43, 26.15, 54.20
2023_06_27_11_08_45, 26.19, 54.10
2023_06_27_11_08_47, 26.16, 54.04
2023_06_27_11_08_49, 26.16, 53.98
2023_06_27_11_08_51, 26.15, 53.94
2023_06_27_11_08_53, 26.15, 53.98
2023_06_27_11_08_55, 26.12, 54.02
