Timestamp, Temperature[°C], Humidity[%]
2023_07_04_11_55_42, 23.90, 61.10
2023_07_04_11_55_44, 23.88, 60.92
2023_07_04_11_55_46, 23.91, 60.79
2023_07_04_11_55_48, 23.91, 60.70
2023_07_04_11_55_50, 23.95, 60.67
2023_07_04_11_55_52, 23.95, 60.62
2023_07_04_11_55_54, 23.98, 60.57
2023_07_04_11_55_56, 24.01, 60.48
2023_07_04_11_55_58, 24.04, 60.44
2023_07_04_11_56_00, 24.03, 60.31
2023_07_04_11_56_02, 24.01, 60.30
2023_07_04_11_56_04, 24.01, 60.23
2023_07_04_11_56_06, 24.00, 60.28
2023_07_04_11_56_08, 24.03, 60.32
2023_07_04_11_56_10, 24.03, 60.32
2023_07_04_11_56_12, 24.03, 60.29
2023_07_04_11_56_14, 24.01, 60.28
2023_07_04_11_56_16, 24.01, 60.28
2023_07_04_11_56_18, 24.01, 60.26
2023_07_04_11_56_20, 24.01, 60.35
2023_07_04_11_56_22, 24.03, 60.44
2023_07_04_11_56_24, 24.01, 60.47
2023_07_04_11_56_26, 24.01, 60.61
2023_07_04_11_56_28, 24.01, 60.52
2023_07_04_11_56_30, 24.04, 60.55
2023_07_04_11_56_32, 24.04, 60.51
2023_07_04_11_56_34, 24.07, 60.47
2023_07_04_11_56_36, 24.08, 60.54
2023_07_04_11_56_38, 24.05, 60.62
2023_07_04_11_56_41, 24.07, 60.60
2023_07_04_11_56_43, 24.07, 60.45
2023_07_04_11_56_45, 24.11, 60.36
2023_07_04_11_56_47, 24.13, 60.39
2023_07_04_11_56_49, 24.14, 60.32
2023_07_04_11_56_51, 24.15, 60.42
2023_07_04_11_56_53, 24.15, 60.31
2023_07_04_11_56_55, 24.17, 60.12
2023_07_04_11_56_57, 24.17, 60.05
2023_07_04_11_56_59, 24.15, 59.90
2023_07_04_11_57_01, 24.17, 59.90
2023_07_04_11_57_03, 24.18, 59.87
2023_07_04_11_57_05, 24.20, 59.76
2023_07_04_11_57_07, 24.17, 59.85
2023_07_04_11_57_09, 24.17, 59.83
2023_07_04_11_57_11, 24.13, 59.80
2023_07_04_11_57_13, 24.10, 59.82
2023_07_04_11_57_15, 24.13, 59.83
2023_07_04_11_57_17, 24.11, 59.90
2023_07_04_11_57_19, 24.13, 59.89
2023_07_04_11_57_21, 24.11, 59.89
2023_07_04_11_57_23, 24.11, 59.91
2023_07_04_11_57_25, 24.11, 59.90
2023_07_04_11_57_27, 24.11, 59.90
2023_07_04_11_57_29, 24.05, 59.93
2023_07_04_11_57_31, 24.05, 59.96
2023_07_04_11_57_33, 24.04, 59.99
