Timestamp, Temperature[°C], Humidity[%]
2023_06_30_12_17_26, 24.72, 59.60
2023_06_30_12_17_28, 24.71, 59.63
2023_06_30_12_17_30, 24.72, 59.64
2023_06_30_12_17_32, 24.74, 59.61
2023_06_30_12_17_34, 24.74, 59.66
2023_06_30_12_17_36, 24.76, 59.59
2023_06_30_12_17_38, 24.79, 59.51
2023_06_30_12_17_40, 24.79, 59.51
2023_06_30_12_17_42, 24.83, 59.49
2023_06_30_12_17_44, 24.85, 59.41
2023_06_30_12_17_46, 24.86, 59.35
2023_06_30_12_17_48, 24.92, 59.33
2023_06_30_12_17_50, 24.97, 59.19
2023_06_30_12_17_52, 25.03, 59.05
2023_06_30_12_17_54, 25.03, 58.92
2023_06_30_12_17_56, 25.02, 58.82
2023_06_30_12_17_58, 25.02, 58.84
2023_06_30_12_18_00, 24.97, 58.86
2023_06_30_12_18_02, 24.95, 58.87
2023_06_30_12_18_04, 24.95, 58.92
2023_06_30_12_18_06, 24.92, 58.96
2023_06_30_12_18_08, 24.89, 59.01
2023_06_30_12_18_10, 24.90, 59.09
2023_06_30_12_18_12, 24.86, 59.11
2023_06_30_12_18_14, 24.83, 59.17
2023_06_30_12_18_16, 24.82, 59.28
2023_06_30_12_18_18, 24.78, 59.35
2023_06_30_12_18_20, 24.78, 59.42
2023_06_30_12_18_22, 24.76, 59.47
2023_06_30_12_18_24, 24.76, 59.53
2023_06_30_12_18_26, 24.74, 59.55
2023_06_30_12_18_28, 24.79, 59.65
2023_06_30_12_18_30, 24.78, 59.64
2023_06_30_12_18_32, 24.78, 59.63
2023_06_30_12_18_34, 24.78, 59.69
2023_06_30_12_18_37, 24.79, 59.68
2023_06_30_12_18_39, 24.76, 59.63
2023_06_30_12_18_41, 24.79, 59.56
2023_06_30_12_18_43, 24.78, 59.58
2023_06_30_12_18_45, 24.76, 59.72
2023_06_30_12_18_47, 24.76, 59.75
2023_06_30_12_18_49, 24.78, 59.82
2023_06_30_12_18_51, 24.76, 59.75
2023_06_30_12_18_53, 24.79, 59.75
